@TheOfficialSBI just need to know wt action u guys gonna take against Mr Anil,Miscellaneous
@mediacrooks @ICICIBank @TheOfficialSBI @arunjaitley U 9 the state of bankers?? STFC. Even women employees were in https://t.co/TSI7fzRqq2,Displeasure
There seems to be issue with @TheOfficialSBI web-site today i.e. https://t.co/FV4mgOX8Zp Takes lot of time to load.,Miscellaneous
"@TheOfficialSBI @sbi.co.in.
contact number 08826326972, A/c - 36187283227",Miscellaneous
"@TheOfficialSBI.. written letters, given applications in branch, emailed complaint, put it on twitter but it seems that sbi is sleeping",Displeasure
@Baalkeeg @ICICIBank @ICICIBank_Care @UfterYou what they say are Not being followed,Displeasure
@TheOfficialSBI kindly teach the working culture in your staff .....your image is worst banking culture with full attitude#atm withoutmoney,Displeasure
@TheOfficialSBI yes. But it is the worst bank on date.,Displeasure
"@sajid70143 @bankofbaroda its a state of emergency , kindly forgive",Miscellaneous
"@ICICIBank_Care Your branch at City Centre, Bokaro closed at 6 PM on 10-Nov instead of 8 PM causing severe inconvenience. Pls take action.",Displeasure
"Long queues at banks in #ahmedabad &amp; other indian cities for #CashCleanUp 

@HDFC_Bank @ICICIBank @AxisBank @KotakBankLtd @TheOfficialSBI",Miscellaneous
@HDFCBank_Cares Model Town Phase 1 shopping center  Bathinda(151001).,Miscellaneous
"@ICICIBank_Care Icici wealth management branch, m 79, greater kailash 2 , New Delhi , 110048. They are saying they don't have the facility",Displeasure
RT @VaibhavWrites: @singhvarun @TheOfficialSBI the coupon system is making it worse... Normal lines shld be allowed... Coupons r being misu,Displeasure
"WHY CANT I SWIPE MY DEBIT/CREDIT CARDS @AxisBankSupport , it says call help desk on the machine!",Displeasure
@HDFCBank_Cares Incorrect charges on my wife's account even after request to cancellation. Very poor customer experience.,Displeasure
"@TheOfficialSBI 
A/c-32059518846
Ordered for the renewal of debit card ,it is accepted but the track info provided is invalid ! Help plz !",Miscellaneous
"@AxisBankSupport then what is the use of you #ATMs I am a employee of the company,and they dont allow me to go to the bank and withdraw #rs",Displeasure
"@TheOfficialSBI 
Your customer care service is worst and care executive are mannerless they do not give proper response .",Displeasure
@AnupamSSaroj @AxisBank But the staff of @TheOfficialSBI Sucks,Displeasure
"@AxisBankSupport yes! That's what I am saying. Your guy didn't tell me about your internal requirements! I would have complied, had I known",Miscellaneous
RT @TheOfficialSBI: @manjunathreddys  Thank you for your kind words. Happy Banking!,Compliment
@TheOfficialSBI take a action.. for open a sbi bank(Branch code:1909) at surat ..By government bank open 8:00 am but not open,Miscellaneous
"@TheOfficialSBI while I am unable to make one, how do I give transaction number ? Help",Miscellaneous
@TheOfficialSBI How many limits whithdrawal from check book in SBI branches...?,Miscellaneous
All the best to all the employees of bank. You have to face hectic schedule. @TheOfficialSBI @pnb @AxisBank @bankofbaroda @RBI #newnote ,Compliment
@raveendrakumaar @CTRavi_BJP @TheOfficialSBI @abndnkmtr they are starting it...u can't ask everything at once,Miscellaneous
@TheOfficialSBI Its bring in your kind notice that 00001367(Karhal brnch) is not providing withdrawal frm 9th till today. Rqastng fr nidful.,Displeasure
RT @TheOfficialSBI: @Imtiyaz46799784 to kindly bear with us."(3/3),Miscellaneous
@HDFC_Bank @HDFCBank_Cares  None of the ATM is Jahangir puri Delhi 110033 is working @RBI @PMOIndia @narendramodi @arunjaitley #twitterseva,Displeasure
@bankofbaroda thank you so much,Compliment
"@TheOfficialSBI when downloading this, I get a message ""This item is not available in this country"" https://t.co/6IvZ50po1s",Miscellaneous
@ICICIBank_Care plz confirm if one need to submit photo copy of id proof and carry original ID in case deposit little amount to own account,Miscellaneous
"RT @Dev2Girish: @HDFC_Bank @HDFCBank_Cares Can Banks start putting out on their website, App etc. which onsite &amp; offsite ATMs have started",Miscellaneous
RT @anuragkumarlko: Dear @ICICIBank_Care and @AxisBank I have received at least 10 sms each from u inviting me to go to ur ATMs but they r,Miscellaneous
RT @sagar13d: #KotakMahindra ATMs have also become functional in #Bhubaneswar.  @KotakBankLtd Some @ICICIBank ATMs are also working now. #O,Compliment
@TheOfficialSBI  thainks,Compliment
@DelhiPolice @MumbaiPolice @TheOfficialSBI I ve the call recording fr proof.The same lady called second time.So @RelianceMobile sld track,Miscellaneous
"@ICICIBank Not sure, because your team  has been working from the past 1 week and no solution till now @ICICIBank_Care",Displeasure
@tistathinks at @AxisBank @AxisBankSupport they have a senior citizens fast pass! They are even filling their forms.,Miscellaneous
@AxisDirect_In @AxisBankSupport any problem with AxisDirect? Getting logged out at welcome screen. Can't login with app too!,Displeasure
@ICICIBank @ICICIBank_Care it's 4months Mr Hari swaminath repeatedly sending same mail trying to reply n force in unpleasent position,Displeasure
@HDFC_Bank @HDFCBank_Cares It's an utter chaos with customers venting their agony and pain but spare a thought to d branch folks helping us.,Displeasure
Live video of Hyderabad @TheOfficialSBI  branch not open till 10:30am when RBI asked to open at 8am on @TimesNow is shameful. @arunjaitley,Displeasure
@AxisBank thank you. @AxisBankSupport,Compliment
RT @TheOfficialSBI: @raja_sen Some of our ATMs may experience temporary shortage of cash due to heavy rush and demand. (1/3),Miscellaneous
@TheOfficialSBI Can you explain why you asked @abndnkmtr to write his concern in Hindi? SBI works not only in Hindi spoken states. Reply me.,Miscellaneous
@TimesNow #WarAgainstDirtyCash WHY CONGRESS DID NOTHING ? @BJP4India @YuvaSambalpur @TheOfficialSBI @INCIndia  https://t.co/GkuNBH2S9L,Displeasure
@HDFCBank_Cares Will you guyz solve my problem....,Miscellaneous
@HDFCBank_Cares @HDFCLIFE your Jangpura Branch says they categorically will not open it without an Aadhar card / application.,Miscellaneous
@spbhattacharya after 5pm @TheOfficialSBI  have put this notice on gate when requested 2 police and all to help.its https://t.co/sBhaa4uWPQ,Miscellaneous
"@reply @HDFCBank_Cares ATM at Unitech infospace sec 21 Dundahera,Gurugram not working. Please look into this on urgent basis.",Miscellaneous
@ICICIBank_Care @ICICIBank all of a sudden my debit card has stopped working ..tried swiping it today and it started giving format error ..,Miscellaneous
RT @mayankpratap773: Why don't you start token system for money exchange.It would be much convenient for everyone. @TheOfficialSBI @AxisBan,Miscellaneous
@KotakBankLtd @TOIMumbai @RBI sad to see the attitude of the Kotak bank officials. What does a common man do?,Displeasure
"#ThankYou @TheOfficialSBI Team, ""Quick Transfer : without beneficiary addition"" is one of the best features you have added to net banking.",Compliment
"@TheOfficialSBI 
SBI branch-Sonkh(11593) Mathura,UP.cashier-hoshiyarSingh&amp; securityGuard shows localty&amp;misbehave with Customer &amp;unsafe also",Miscellaneous
RT @h_s1ngh: Pathetic Experience @ICICIBank_Care @ICICIBank @chandakochhar @FinMinIndia @brakoo @narendramodi https://t.co/EbnurS34xJ,Displeasure
Kudos to @ICICIBank @TheOfficialSBI @HDFC_Bank @AxisBank @arunjaitley while politicians cry ppl doing heroic work,Compliment
"@ICICIBank_Care Hi,
There must be some problems and that is the reason why i must have applied for the loan i guess. But then my dates have",Miscellaneous
@HDFCBank_Cares #AdityaPuri waitin for the refund for a year now. Thanks a lot!,Compliment
"@TheOfficialSBI brnch code 14653 security guard has pushed my mother outside d bank.
I want a meeting with managr regrdng this
9814444018",Displeasure
@KotakBankLtd waiting for last 1 hour now. Completely different experience when you take a new loan vs service post that.,Miscellaneous
#___ @mdpnb @TheOfficialSBI @AxisBank @ICICIBank_Care . All bank want to personally distribute money. #atmshutdown,Displeasure
"@TheOfficialSBI 

A small *ATM room* equipped with *3 ACs* and 4 tubelights, is asking me not to print receipt to *save environment..! Think",Displeasure
@ICICIBank_Care sent,Miscellaneous
@HDFCBank_Cares . This sort of dictatorial attitude of HDFC is highly condemnable.,Displeasure
SBI ATM near my home and many such havent opened since. @srirambjp @RBI @TheOfficialSBI @arunjaitley . https://t.co/w6r3wasoJe,Miscellaneous
"RT @h_boob1: @udaykotak @KotakBankLtd Was welcomed and asked how can we help you. Got exchanged curr in 20 mins. Happy and proud, was once",Compliment
@ICICIBank_Care can we pay our card's bill in cash?,Miscellaneous
@kavyashree_p819 . Did u just create that handle yesterday. I have a video to support what I tweeted.#fakeprofile https://t.co/CwdVS6cg1u,Miscellaneous
@AxisBank @AxisBankSupport your website to register for remit is the worst and unfriendly website ever ... this is 2016 man .. use better IT,Displeasure
@KotakBankLtd when it will be addressed?,Miscellaneous
@HDFCBank_Cares even ATM not working,Displeasure
"@TheOfficialSBI Hi,Sadhna Bhawan,D Deoghar,Jharkhand branch not having any declaration form. They are telling cust to arrange copy of same.",Miscellaneous
@TheOfficialSBI I am getting harassed by SBI Sultanpalya Brnch Mgr Bangalore while trying for addrs verification. Plz help,Displeasure
@KotakBankLtd We have not heard any thing from your side on our issue,Miscellaneous
"@keshri_niraj @AxisBankSupport Hi, could you please elaborate your concerns at https://t.co/lRo11NcCAX for us to assist you.",Miscellaneous
"@TheOfficialSBI I am a college teacher and have ac in your bank last 35 years . I want a credit card . Pl tell how ,?",Miscellaneous
@TheOfficialSBI none of the 7 ATMs in the vicinity had cash with shutters down at 2 ATM centres. Pic taken at 10PM https://t.co/4Ok5SJaDyf,Miscellaneous
RT @kirantare: Senior citizen standing in queue outside @TheOfficialSBI get money exchanged dies of heart attack at Mulund #Mumbai #ModiFig,Miscellaneous
@ICICIBank_Care no ATM at work at or near 700130 and 700129. Appreciate your help.,Miscellaneous
@udaykotak WTF again 138 deducted? @KotakBankLtd,Displeasure
"@TheOfficialSBI SBI should consider to waive off the ATM Charges till 30th dec 2016...,Kindly do it too for the convenience of customers..",Miscellaneous
@TheOfficialSBI injustice is your bank. I am not gonna pay interest when I am not in fault. I have been following up on my ECS since 3months,Displeasure
@TheOfficialSBI how thousands of labour from different states will deposit their money?? Should they go to their hometown just for that?,Miscellaneous
"@TheOfficialSBI Great decision indeed, only if genuinely implemented. Lets see for how long it will withstand",Miscellaneous
@ICICIBank_Care official have declared for working till 8 pm in every news channel and media . I own saving account in the bank.,Compliment
"Worst condition @TheOfficialSBI. Only 2 counters doing everything- deposit, exchange etc @arunjaitley",Displeasure
@AxisBankSupport Why are the ATMs in Pune not working ... It's 11th now..,Miscellaneous
"RT @shilpysinhaET: Rs 18,000 crore has come in CASA deposit in one day: SBI @TheOfficialSBI #SBI #Demonitisation",Miscellaneous
"No use of protest or request.
People still getting into banks wid family on the pretext of staff.
@ICICIBank_Care @ICICIBank",Miscellaneous
"@TheOfficialSBI chaos on SBI thaltej branch Ahmedabad at 11:00 hr cash is not there, at 13:00 queue, staff gone lunch at 14:15 hr,cash close",Displeasure
"@bankofbaroda plz work 2 improve connectivity problems related to #mbanking/IMPS at this time of urgency.
@BankofBarodaCEO",Miscellaneous
@AxisBankSupport @AxisBank ATMs are still closed. #WeAreUnderTrouble,Compliment
@ICICIBank @TheOfficialSBI executives at bank doesn't even know the process they are misleading &amp; misguiding public at the banks.Pls educate,Miscellaneous
@HDFCBank_Cares unable todo online neft today 12nov even when its officially declared working day for neft rtgs. @KotakBankLtd working fine,Miscellaneous
@TheOfficialSBI atm in my area are closed! N yes because of the back to back exams we r facing huge problem! Hope it wil work tomorrow :(,Displeasure
@HDFCBank_Cares Well noted.,Miscellaneous
@ICICIBank_Care please looks into this... it branches r harrasing people.. https://t.co/G5w26EcU9n,Miscellaneous
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
