@bankofbaroda all the above ie 4,Miscellaneous
@AKMODI11 @KotakBankLtd which branch caused you this inconvenience,Displeasure
"@KotakBankLtd my Savings account is in Lucknow Main Branch and Current account is at NehruPlace, New Delhi Branch.",Miscellaneous
@TheOfficialSBI still forms are not distributed  yet.,Displeasure
@KotakBankLtd @udaykotak kudos to U for a superbly managed que-less experience depositing money @ Bandra  2day,Compliment
"@TheOfficialSBI why don't the sbi home loan installments be exempted from being 
deposited upto two months.",Miscellaneous
"@ICICIBank_Care Does your ECS system not support @TheOfficialSBI Car loans. Facing issues for last 2 months! Logged complan,spk to brch mgr",Displeasure
.@AxisBankSupport .@AxisBank lovely day at Axis Bank for privilege customers. Transaction at the ease of a breeze..,Compliment
@KotakBankLtd it is very shameful to see that whole management is trying to hide the mistake of one of the officer and suppress the issue,Displeasure
"@ashishcool1988 @AxisBankSupport Hi, Please note that our ATM's will be closed on 9th &amp; 10th Nov 2016. For more details please visit :(1/2)",Miscellaneous
@HDFCBank_Cares why is hdfcbank hiranandani gardens branch closed? Atm closed too. You have to be open on sat&amp;sun acc to RBI,Displeasure
RT @TheOfficialSBI: Dont be hassled. You Can still transfer funds using #SBIMingle https://t.co/3i05iPcVCb,Miscellaneous
"@HDFCBank_Cares still ATMs are bot working in Ankleshwar,Gujarat",Displeasure
ineffectiveness &amp; unpreparedness of Banks is clearly exposed due to  #RushForCash @TheOfficialSBI @AxisBank @ICICIBank,Displeasure
Wished to deactivate some SmartPays on my CC. Your website gives the option to activate but none to deactivate. @HDFCBank_Cares @HDFC_Bank,Displeasure
@AxisBankSupport @AxisBank I have a saving account in axis bank . can I deposit Rs. 1lac into my account tomorrow.,Miscellaneous
"RT @AxisBankSupport: @prashantsriv1 Hi, please help us with the complaint/ reference number which you (1/2)",Miscellaneous
@TheOfficialSBI Can I get 50 rupees notes from ATM?,Miscellaneous
@ICICIBank_Care non customers may be enjoying ur services but your customers are suffering.,Displeasure
"RT @jitu_01324: @KotakBankLtd gave best service 4 exchange &amp; deposit. Form filling, queue handling ,large cash, person appointed @narendram",Compliment
@TheOfficialSBI Please look into in this matter.. Panic situation ! https://t.co/MpWeR6WzlC,Displeasure
@TheOfficialSBI NO remedies available!! MISBEHAVING staff branch @ NANDNAGRI branch Delhi!! MALFUNCTIONED CDM machine!! feeling CHEATED!!!,Displeasure
@helmetgirlbndra @AxisBank @AxisBankSupport thank you muchly ,Compliment
"@bankofbaroda Address of ATM-
Viram Khand, Gomti Nagar, Lucknow. U.P.",Miscellaneous
"@TheOfficialSBI Sir, can PPF amount be withdrawn from Non-home branch?",Miscellaneous
@ICICIBank_Care 9 hours passed but no official contacted,Displeasure
"@ICICIBank_Care ye s today only for hero company employee.
why dnt you mention that???",Displeasure
@HDFCBank_Cares @hdfcbank in the intrest of time suggest to have separate queues for females...,Miscellaneous
SBI not accepting cash deposits via debit card. I dnt knw if they r enjoying the long queue outside the bank. @narendramodi @TheOfficialSBI,Displeasure
@TheOfficialSBI banking hours for this sunday??,Miscellaneous
@KotakBankLtd thanks! Lets hope it speeds up!,Compliment
@RBI @ICICIBank @ICICIBank_Care  ATM not working at your Kamla Mill branch,Displeasure
@HDFC_Bank @HDFCBank_Cares Are you ever going to deliver my replacement card? Blue Dart courier Awb- 42978706072 @BlueDart_Help #pathetic,Displeasure
@TheOfficialSBI when are atms in delhi going to work,Displeasure
"@ICICIBank @ICICIBank_Care why atm is not working, gopalpura branch",Displeasure
"@ICICIBank_Care Have raised request related to failed payment. However, no action being taken, nor I am to see open request thru net banking",Displeasure
@AxisBank @AxisBankSupport  Everytime new service request number 25758752. What about old requests?,Displeasure
Took almost 2 hours in the queue and got only 2000 in exchange.. but finally recived all in 100 denominations.. @bankofbaroda @narendramodi,Displeasure
"@ICICIBank_Care - u r fake,nd #cheaters.i have my address proof with d address mentioned.u neither sent it, and trying to #cheat",Displeasure
"No , they have cash .. very much . Manager of @HDFCBank_Cares @HDFC_Bank says that their HO has mentioned to operat https://t.co/vU37A8gTmK",Displeasure
"@ICICIBank_Care Got message from ur Bank, that ATM will start functionin from Today, still Nothin.. I've to travel tomorrow.. do somethin..",Displeasure
RT @vinayprakash58: @TheOfficialSBI @abndnkmtr If u r in KA pls provide service in kannada don't impose Hindi&amp;English on us..,Displeasure
"@KotakBankLtd 
Kotak bank is very fraud bank he is deducting ancestry charges from account please don't open account in Kotak",Displeasure
Till what time will you be working today for exchanging old notes @TheOfficialSBI,Miscellaneous
