@narendramodi @PMOIndia @AmitShah @RashtrapatiBhvn request all to direct @TheOfficialSBI abolish cashdeposit charges on all payment to bank,Miscellaneous
"@arunjaitley @santoshgangwar @arjunrammeghwal accept the @TheOfficialSBI debit card repeatedly. Respected Sirs, as you are aware this 21/n",Miscellaneous
"@HDFCBank_Cares @HDFC_Bank  very thankful to u guys , friendly service.helped senior citizen in replacing there old notes. #customerservice",Compliment
@HDFCBank_Cares pleas don't irritate ur customer otherwise I should close my bank account too because one tired,Displeasure
@neha_aks @TheOfficialSBI PAN is ID which can b tracked ..and linked to ones financial transactions unlike school IDs or work IDs.,Miscellaneous
@HDFCBank_Cares very poor service for preferred customers at Jorhat branch :(,Displeasure
@HDFC_Bank @HDFCBank_Cares and it happened again! why do your phone calls keep getting disconnected or your agents hang up?,Displeasure
@TheOfficialSBI THE WORST BANK OF THE ERA...... All they can do is harass their customers....,Displeasure
@HDFCBank_Cares You asked for 3 working day but 1 week is already over and mobile app is still not working. Next week going to close my acc.,Displeasure
@AxisBankSupport Thats the problem. I didnt get any reference number. And the helpline is refusing to give any.,Displeasure
"RT @Sauravv2: When the whole nation is suffering, why the special treatment for MPs?
@TheOfficialSBI @RBI  @arunjaitley https://t.co/Jo9T6k",Displeasure
Good initiative by @TheOfficialSBI https://t.co/WhEmZnr53o,Compliment
".@TheOfficialSBI: Q2 fresh slippages at Rs 10,341 cr vs Rs 8,790 cr QoQ.",Miscellaneous
@AxisBankSupport  can you give us list which ATM are working in ahmedabad. Cursing the day I opened the account with AXIs,Displeasure
@ICICIBank_Care @arunjaitley @narendramodi took 30 minutes at ICICI bank #nagpur to get 10K. Great service by executives,Compliment
@RBI @FinMinIndia @PMOIndia @ICICIBank_Care @KotakBankLtd many ATM around my area are closed..why can't u run 24hrs 3 shift to service cust,Displeasure
@TheOfficialSBI Please tell me the address of mobile banking services over WAP,Miscellaneous
@TheOfficialSBI What exactly am I supposed to do with it? Where tf will I conjure change from? What was the point of closing down yday?,Displeasure
@TheOfficialSBI  i am statin master if receive home loan rs 10lakh my salary a/c in sbi .if ys what is the process,Miscellaneous
@chitralekhamag Good job Dena Bank. All banks in India should offer this service. @ICICIBank @TheOfficialSBI @HDFC_Bank @bankofbaroda,Compliment
"@Arpansi89 @AxisBankSupport Hi, our Twitter Banking facility is working fine. You can refer the following(1/2)",Miscellaneous
"@TheOfficialSBI 
Great",Compliment
@TheOfficialSBI I have deposited 8000rs in 34032913896 but machine took the money but after clicking on confirm it showed time out.,Displeasure
@FinMinIndia How many times an individual can exchange 4000 Rs from bank on same ID Proof during 50 days time. @HDFC_Bank @TheOfficialSBI,Miscellaneous
"@HDFCBank_Cares good work needs to be appreciated. One suggestion - if possible, have a separate Queue for senior citizens.",Miscellaneous
"@AxisBankSupport
Request locations of AxisBank ATMs working in #Pune
Is #Wakad Branch ATM working?
#AxisBank #ATM https://t.co/mwYwA1jtwO",Miscellaneous
"@TheOfficialSBI thank you for kind acknowledgement and,  continue to service the nation better.",Compliment
@HDFCBank_Cares thank u..it worked yestrday..appreciate the support by bank..hope it stays the same,Compliment
@HDFCBank_Cares it was Khopat #Thane,Miscellaneous
@Chhabiy yesterday every banks were ordered to open at 8:00 AM but SBI started its working from 10 @vinodkapri @arunjaitley @TheOfficialSBI,Displeasure
"@TheOfficialSBI 
In Lucknow, which ATM has got the cash sir..",Miscellaneous
"RT @HDFCBank_Cares: @saurabh_chande We have responded to you through e-mail on November 05, 2016 with reference number 037-976-241. -Anay",Miscellaneous
RT @anuragkumarlko: I did not anticipate it but @ICICIBank_Care and @IndiaPostOffice both responded rather well to the challenge of money e,Compliment
@HDFCBank_Cares @HDFC_Bank malad East raheja branch only allowing exchange of notes for HDFC bank account holders.!,Displeasure
@arunjaitley no support frm SBI Chhibramau kannauj up Ifsc-SBIN0001060  bank opens 11am to 4pm pls suport @narendramodi @TheOfficialSBI,Miscellaneous
Can we enter the bank for normal operations these days? or the queues are just for exchanging notes? @HDFCBank_Cares @ICICIBank_Care,Miscellaneous
@ICICIBank_Care @ICICIBank -Most of your ATMs not working.ATMs with no CASH.why do u flood my SMS inbox with ur Unrealistic Professionalism?,Displeasure
@AxisBankSupport got the card delivered today.  Thanks for the help.,Compliment
Even @TheOfficialSBI is baring the brunt of ever increasing demands of the customer  some of them aren't even customers of the bank. ,Displeasure
@TheOfficialSBI hope so..... looking forward to get this sorted asap.... as  this is only bank that i have accounts.....,Miscellaneous
Hey @ICICIBank_Care how does one speak to a cust care exec. I've already tried 022 3366 7777 and 022 4445 5000. No option to speak to CSE.,Displeasure
@TheOfficialSBI is RBI planning to launch 2k note ? Pl provide information.,Miscellaneous
@TheOfficialSBI is it mandatory to carry passbook to the bank to collect the new ATM pin ?,Miscellaneous
"@GappistanRadio @TheOfficialSBI or officials are ""helping"" rich customers?",Miscellaneous
A #blackday on all the #BlackMoney holders. #PMModi #goodjob #endcorruption @narendramodi @RBI @BJP4India @AxisBank @TheOfficialSBI,Compliment
@bankofbaroda can I change 500 rupees and 1000 rupees at my bank of baroda London?,Miscellaneous
@RBI @KotakBankLtd @narendramodi_in @narendramodi Don't Need Miney . Give Resolution N try 2 Understand V r salaried V r not Black owners,Displeasure
@FinMinIndia none of the ATMs are working I m out of town so I dont have cheque book to withdraw money pls guide @ICICIBank @ICICIBank_Care,Miscellaneous
@abpanandatv @TheOfficialSBI @northern avenue sbin0001895 shut down at 4 pm https://t.co/N7egF6NsRb,Miscellaneous
Most of your #ATMs aren't even working. Then why send smses of that they are??? @AxisBank @AxisBankSupport https://t.co/p1KkUt6cOj,Displeasure
@KotakBankLtd plz connect me on 9930857050,Miscellaneous
@AxisBankSupport There no axis ATM's working. Facing inconvenience. Kindly start the process.,Displeasure
"@VSuripandu @AxisBankSupport Hi, we apologise for any inconvenience caused to you. Please write to us at https://t.co/lRo11NcCAX from(1/2)",Miscellaneous
@TheOfficialSBI  Keshav puram branch they are saying server problem,Displeasure
@PMOIndia @narendramodi @RBI @TheOfficialSBI Demonetization-grt move bt aftrmath nt well controld.Need availability of new money n 100. help,Displeasure
@AxisBankSupport @AxisBank its been 15days no update on my #creditcard. App no-426680548.,Displeasure
"RT @ashishaminNGS: @TheOfficialSBI staff r most hopeless &amp; lethargic, ppl complaints most. Officials say after Jandhan first time staff has",Displeasure
"@KotakBankLtd rockz, deposit n withdrawal within 5 mins of time  #vizag",Compliment
@AxisBank @AxisBankSupport it's not opening. Please ask someone to call me,Displeasure
@KotakBankLtd How many days you want to clear one cheque?,Displeasure
@Citibank @MyIndusIndBank @KotakBankLtd  shame no money in any of the airports ATMs.  How do you expect people to reach home. @narendramodi,Displeasure
"@TheOfficialSBI its appreciable tht all  d staff of churchgate br were very cooperative, such attitude can certainly widen its customer base",Compliment
@udaykotak @KotakBankLtd even a small credit society are much helpful than u guys...no call no update..,Displeasure
@KotakBankLtd No kotak in electronic city phase 1,Displeasure
"RT @Su52k: Why don't you tag @ICICIBank_Care 
Instead of blaming the govt for smin they didn't do? 

No proof reqd if you hv bank account.",Miscellaneous
